genus,sp,subsp,state,federal_status,state_status,notes,state_source
Symphyotrichum,laeve,concinnum,Alabama,NA,Imperiled,NA,http://www.mendeley.com/c/5091667202/g/2058663/alabama-species-status-state-listing/
Symphyotrichum,oolentangiense,oolentangiense,Alabama,NA,Critically imperiled,NA,http://www.mendeley.com/c/5091667202/g/2058663/alabama-species-status-state-listing/
Symphyotrichum,prenanthoides,NA,Massachusetts,NA,Special Concern,NA,http://www.mendeley.com/c/5093609242/g/2058663/natural-heritage---massachusetts-list-of-endangered-threatened-and-special-concern-species/
Symphyotrichum,pretense,NA,Alabama,NA,Critically imperiled,NA,http://www.mendeley.com/c/5091667202/g/2058663/alabama-species-status-state-listing/
Symphyotrichum,sericeum,NA,Alabama,NA,Critically imperiled,NA,http://www.mendeley.com/c/5091667202/g/2058663/alabama-species-status-state-listing/
Symphyotrichum,tradescantii,NA,Massachusetts,NA,Threatened,NA,http://www.mendeley.com/c/5093609242/g/2058663/natural-heritage---massachusetts-list-of-endangered-threatened-and-special-concern-species/
Sympistis,riparia,NA,Massachusetts,NA,Special Concern,NA,http://www.mendeley.com/c/5093609242/g/2058663/natural-heritage---massachusetts-list-of-endangered-threatened-and-special-concern-species/
Synandra,hispidula,NA,Alabama,NA,Critically imperiled,NA,http://www.mendeley.com/c/5091667202/g/2058663/alabama-species-status-state-listing/
Synaptomys,borealis,sphagnicola,New Hampshire,NA,Near-threatened,NA,http://www.mendeley.com/c/5093651382/g/2058663/new-hampshire-species-status-state-listing-for-species-of-special-concern/
Synaptomys,cooperi,NA,Maryland,NA,NA,Rare to uncommon,http://www.mendeley.com/c/5144550554/g/2058663/endangered-animals-of-maryland/
Synaptomys,cooperi,NA,Massachusetts,NA,Special Concern,NA,http://www.mendeley.com/c/5093609242/g/2058663/natural-heritage---massachusetts-list-of-endangered-threatened-and-special-concern-species/
Syncaris,pacifica,NA,California,Endangered,NA,NA,NA
Syncaris,pacifica,NA,California,NA,Endangered,NA,http://www.mendeley.com/c/5090133942/g/2058663/ca-species-status-list/
Synthliboramphus,hypoleucus,NA,California,NA,Threatened,NA,http://www.mendeley.com/c/5090133942/g/2058663/ca-species-status-list/
Synurella,chamberlaini,NA,Massachusetts,NA,Special Concern,NA,http://www.mendeley.com/c/5093609242/g/2058663/natural-heritage---massachusetts-list-of-endangered-threatened-and-special-concern-species/
Syrrhopodon,prolifer,NA,Alabama,NA,Critically imperiled,NA,http://www.mendeley.com/c/5091667202/g/2058663/alabama-species-status-state-listing/
Tachopteryx,thoreyi,NA,Maryland,NA,NA,Rare to uncommon,http://www.mendeley.com/c/5144550554/g/2058663/endangered-animals-of-maryland/
Tadarida,brasiliensis,NA,Alabama,NA,Rare or uncommon,NA,http://www.mendeley.com/c/5091667202/g/2058663/alabama-species-status-state-listing/
Talinum,humile,NA,Arizona,NA,Critically Imperiled,NA,http://www.mendeley.com/c/5091872772/g/2058663/arizona-species-status-state-rankings/
Talinum,marginatum,NA,Arizona,NA,Critically Imperiled,NA,http://www.mendeley.com/c/5091872772/g/2058663/arizona-species-status-state-rankings/
Talinum,validulum,NA,Arizona,NA,Vulnerable,NA,http://www.mendeley.com/c/5091872772/g/2058663/arizona-species-status-state-rankings/
Tamias,striatus,NA,Florida,NA,Special Concern,NA,http://www.mendeley.com/c/5092052772/g/2058663/florida-species-status-state-listed/
Tamiasciurus,hudsonicus,grahamensis,Arizona,Endangered,NA,NA,NA
Tamiasciurus,hudsonicus,grahamensis,Arizona,NA,Critically Imperiled,NA,http://www.mendeley.com/c/5091872772/g/2058663/arizona-species-status-state-rankings/
Tantilla,cucullata,NA,Texas,NA,Threatened,NA,http://www.mendeley.com/c/5144559874/g/2058663/texas-federalstate-threatened-and-endangered-species/
Tantilla,oolitica,NA,Florida,NA,Threatened,NA,http://www.mendeley.com/c/5092052772/g/2058663/florida-species-status-state-listed/
Taraxacum,californicum,NA,California,Endangered,NA,NA,NA
Tartarocreagris,texana,NA,Texas,Endangered,NA,NA,NA
Tartarocreagris,texana,NA,Texas,NA,Endangered,NA,http://www.mendeley.com/c/5144559874/g/2058663/texas-federalstate-threatened-and-endangered-species/
Taylorconcha,serpenticola,NA,Idaho,Threatened,NA,NA,NA
Tectaria,estremerana,NA,Puerto Rico,Endangered,NA,NA,NA
Telebasis,byersi,NA,Maryland,NA,NA,Critically imperilled,http://www.mendeley.com/c/5144550554/g/2058663/endangered-animals-of-maryland/
Telespyza,cantans,NA,Hawaii,Endangered,NA,NA,NA
Tephrosia,mohrii,NA,Alabama,NA,Critically imperiled,NA,http://www.mendeley.com/c/5091667202/g/2058663/alabama-species-status-state-listing/
Tephrosia,thurberi,NA,Arizona,NA,Vulnerable,NA,http://www.mendeley.com/c/5091872772/g/2058663/arizona-species-status-state-rankings/
Ternstroemia,luquillensis,NA,Puerto Rico,Endangered,NA,NA,NA
Ternstroemia,subsessilis,NA,Puerto Rico,Endangered,NA,NA,NA
Terrapene,carolina,NA,Massachusetts,NA,Special Concern,NA,http://www.mendeley.com/c/5093609242/g/2058663/natural-heritage---massachusetts-list-of-endangered-threatened-and-special-concern-species/
Terrapene,carolina,NA,New Hampshire,NA,Near-threatened,NA,http://www.mendeley.com/c/5093651382/g/2058663/new-hampshire-species-status-state-listing-for-species-of-special-concern/
Terrapene,ornata,NA,Wisconsin,NA,Endangered,NA,http://www.mendeley.com/c/5144553034/g/2058663/wisconsin-endangered-and-threatened-species-laws--list/
Tetramolopium,arenarium,NA,Hawaii,Endangered,NA,NA,NA
Tetramolopium,capillare,NA,Hawaii,Endangered,NA,NA,NA
Tetramolopium,filiforme,NA,Hawaii,Endangered,NA,NA,NA
Tetramolopium,lepidotum,lepidotum,Hawaii,Endangered,NA,NA,NA
Tetramolopium,remyi,NA,Hawaii,Endangered,NA,NA,NA
Tetramolopium,rockii,NA,Hawaii,Threatened,NA,NA,NA
Tetraplasandra,bisattenuata,NA,Hawaii,Endangered,NA,NA,NA
Tetraplasandra,flynnii,NA,Hawaii,Endangered,NA,NA,NA
Tetraplasandra,gymnocarpa,NA,Hawaii,Endangered,NA,NA,NA
Texamaurops,reddelli,NA,Texas,Endangered,NA,NA,NA
Texamaurops,reddelli,NA,Texas,NA,Endangered,NA,http://www.mendeley.com/c/5144559874/g/2058663/texas-federalstate-threatened-and-endangered-species/
Texella,cokendolpheri,NA,Texas,Endangered,NA,NA,NA
Texella,cokendolpheri,NA,Texas,NA,Endangered,NA,http://www.mendeley.com/c/5144559874/g/2058663/texas-federalstate-threatened-and-endangered-species/
Texella,reddelli,NA,Texas,Endangered,NA,NA,NA
Texella,reddelli,NA,Texas,NA,Endangered,NA,http://www.mendeley.com/c/5144559874/g/2058663/texas-federalstate-threatened-and-endangered-species/
Texella,reyesi,NA,Texas,Endangered,NA,NA,NA
Texella,reyesi,NA,Texas,NA,Endangered,NA,http://www.mendeley.com/c/5144559874/g/2058663/texas-federalstate-threatened-and-endangered-species/
Thalasseus,maximus,NA,Maryland,NA,Endangered,Critically imperilled,http://www.mendeley.com/c/5144550554/g/2058663/endangered-animals-of-maryland/
Thalasseus,sandvicensis,NA,Maryland,NA,NA,Critically imperilled,http://www.mendeley.com/c/5144550554/g/2058663/endangered-animals-of-maryland/
Thaleichthys,pacificus,NA,Washington,NA,Candidate,NA,http://www.mendeley.com/c/5144569454/g/2058663/washington-state-species-of-concern-lists/
Thalia,dealbata,NA,Alabama,NA,Critically imperiled,NA,http://www.mendeley.com/c/5091667202/g/2058663/alabama-species-status-state-listing/
Thalictrum,cooleyi,NA,Georgia,NA,Endangered,NA,http://www.mendeley.com/c/5144545934/g/2058663/protected-species-lists-of-georgia/
Thalictrum,cooleyi,NA,North Carolina,Endangered,NA,NA,NA
Thalictrum,cooleyi,NA,Florida,Endangered,NA,NA,NA
Thalictrum,debile,NA,Georgia,NA,Threatened,NA,http://www.mendeley.com/c/5144545934/g/2058663/protected-species-lists-of-georgia/
Thalictrum,debile,NA,Alabama,NA,Imperiled,NA,http://www.mendeley.com/c/5091667202/g/2058663/alabama-species-status-state-listing/
Thalictrum,mirabile,NA,Alabama,NA,Imperiled,NA,http://www.mendeley.com/c/5091667202/g/2058663/alabama-species-status-state-listing/
Thamnophis,butleri,NA,Wisconsin,NA,Threatened,NA,http://www.mendeley.com/c/5144553034/g/2058663/wisconsin-endangered-and-threatened-species-laws--list/
Thamnophis,couchi,gigas,California,NA,Threatened,NA,http://www.mendeley.com/c/5090133942/g/2058663/ca-species-status-list/
Thamnophis,eques,NA,Arizona,NA,Imperiled,Vulnerable,http://www.mendeley.com/c/5091872772/g/2058663/arizona-species-status-state-rankings/
Thamnophis,eques,megalops,Arizona,NA,Critically Imperiled,NA,http://www.mendeley.com/c/5091872772/g/2058663/arizona-species-status-state-rankings/
Thamnophis,eques,NA,New Mexico,NA,Endangered,NA,http://www.mendeley.com/c/5137922484/g/2058663/new-mexico-state-designated-species-status/
Thamnophis,gigas,NA,California,Threatened,NA,NA,NA
Thamnophis,marcianus,NA,Kansas,NA,Threatened,NA,http://www.mendeley.com/c/5144552094/g/2058663/kensas-threatened--endangered-species/
Thamnophis,proximus,NA,Wisconsin,NA,Endangered,NA,http://www.mendeley.com/c/5144553034/g/2058663/wisconsin-endangered-and-threatened-species-laws--list/
Thamnophis,proximus,NA,New Mexico,NA,Threatened,NA,http://www.mendeley.com/c/5137922484/g/2058663/new-mexico-state-designated-species-status/
Thamnophis,rufipunctatus,NA,Arizona,NA,Critically Imperiled,NA,http://www.mendeley.com/c/5091872772/g/2058663/arizona-species-status-state-rankings/
Thamnophis,rufipunctatus,NA,New Mexico,NA,Threatened,NA,http://www.mendeley.com/c/5137922484/g/2058663/new-mexico-state-designated-species-status/
Thamnophis,sauritus,NA,Wisconsin,NA,Endangered,NA,http://www.mendeley.com/c/5144553034/g/2058663/wisconsin-endangered-and-threatened-species-laws--list/
Thamnophis,sauritus,sackenii,Florida,NA,Threatened,NA,http://www.mendeley.com/c/5092052772/g/2058663/florida-species-status-state-listed/
Thamnophis,sirtalis,tetrataenia,California,Endangered,NA,NA,NA
Thamnophis,sirtalis,tetrataenia,California,NA,Endangered,NA,http://www.mendeley.com/c/5090133942/g/2058663/ca-species-status-list/
Thamnophis,sirtalis,NA,Colorado,NA,Special Concern,NA,http://www.mendeley.com/c/5091918642/g/2058663/colorado-species-status-state-listing/
Thaspium,pinnatifidum,NA,Georgia,NA,Endangered,NA,http://www.mendeley.com/c/5144545934/g/2058663/protected-species-lists-of-georgia/
Thelypodium,howellii,spectabilis,Oregon,Threatened,NA,NA,NA
Thelypodium,stenopetalum,NA,California,Endangered,NA,NA,NA
Thelypteris,inabonensis,NA,Puerto Rico,Endangered,NA,NA,NA
Thelypteris,ovata,NA,Alabama,NA,Rare or uncommon,NA,http://www.mendeley.com/c/5091667202/g/2058663/alabama-species-status-state-listing/
Thelypteris,pilosa,alabamensis,Alabama,Threatened,NA,NA,NA
Thelypteris,pilosa,alabamensis,Alabama,NA,Critically imperiled,NA,http://www.mendeley.com/c/5091667202/g/2058663/alabama-species-status-state-listing/
Thelypteris,puberula,sonorensis,Arizona,NA,Imperiled,NA,http://www.mendeley.com/c/5091872772/g/2058663/arizona-species-status-state-rankings/
Thelypteris,quadrangularis,NA,Alabama,NA,Imperiled,NA,http://www.mendeley.com/c/5091667202/g/2058663/alabama-species-status-state-listing/
Thelypteris,verecunda,NA,Puerto Rico,Endangered,NA,NA,NA
Thelypteris,yaucoensis,NA,Puerto Rico,Endangered,NA,NA,NA
Theragra,chalcogramma,NA,Washington,NA,Candidate,NA,http://www.mendeley.com/c/5144569454/g/2058663/washington-state-species-of-concern-lists/
Thermopsis,mollis,NA,Alabama,NA,Critically imperiled,NA,http://www.mendeley.com/c/5091667202/g/2058663/alabama-species-status-state-listing/
Thermosphaeroma,thermophilum,NA,New Mexico,NA,Endangered,NA,http://www.mendeley.com/c/5137922484/g/2058663/new-mexico-state-designated-species-status/
Thermosphaeroma,thermophilus,NA,New Mexico,Endangered,NA,NA,NA
Thlaspi,californicum,NA,California,Endangered,NA,NA,NA
Thomomy,bottae,rubidus,Colorado,NA,Special Concern,NA,http://www.mendeley.com/c/5091918642/g/2058663/colorado-species-status-state-listing/
Thomomys,bottae,mearnsi,Arizona,NA,Secure,NA,http://www.mendeley.com/c/5091872772/g/2058663/arizona-species-status-state-rankings/
Thomomys,bottae,subsimilis,Arizona,NA,Historical possibly extirpated,NA,http://www.mendeley.com/c/5091872772/g/2058663/arizona-species-status-state-rankings/
Thomomys,mazama,NA,Washington,NA,Threatened,NA,http://www.mendeley.com/c/5144569454/g/2058663/washington-state-species-of-concern-lists/
Thomomys,talpoides,macrotis,Colorado,NA,Special Concern,NA,http://www.mendeley.com/c/5091918642/g/2058663/colorado-species-status-state-listing/
Thomomys,umbrinus,intermedius,Arizona,NA,Vulnerable,NA,http://www.mendeley.com/c/5091872772/g/2058663/arizona-species-status-state-rankings/
Thomomys,umbrinus,NA,New Mexico,NA,Threatened,NA,http://www.mendeley.com/c/5137922484/g/2058663/new-mexico-state-designated-species-status/
Thryomanes,bewickii,NA,Maryland,NA,Endangered,Critically imperilled,http://www.mendeley.com/c/5144550554/g/2058663/endangered-animals-of-maryland/
Thryomanes,bewickii,NA,Wisconsin,NA,Endangered,NA,http://www.mendeley.com/c/5144553034/g/2058663/wisconsin-endangered-and-threatened-species-laws--list/
Thryomanes,bewickii,altus,Alabama,NA,Critically imperiled,State protected,http://www.mendeley.com/c/5091667202/g/2058663/alabama-species-status-state-listing/
Thryomanes,bewickii,bewickii,Alabama,NA,Historical possibly extirpated,State protected,http://www.mendeley.com/c/5091667202/g/2058663/alabama-species-status-state-listing/
Thryomanes,bewickii,NA,Virginia,NA,Endangered,NA,http://www.mendeley.com/c/5144547734/g/2058663/special-legal-status-faunal-species-in-virginia/
Thuja,occidentalis,NA,Massachusetts,NA,Endangered,NA,http://www.mendeley.com/c/5093609242/g/2058663/natural-heritage---massachusetts-list-of-endangered-threatened-and-special-concern-species/
Thuja,occidentalis,NA,Tennessee,NA,special concern,NA,https://www.zotero.org/groups/178496/items/itemKey/ISP6CBBN/q/introduction%20to%20the
Thymophylla,tephroleuca,NA,Texas,Endangered,NA,NA,NA
Thymophylla,tephroleuca,NA,Texas,NA,Endangered,NA,http://www.mendeley.com/c/5144559874/g/2058663/texas-federalstate-threatened-and-endangered-species/
Thysanocarpus,conchuliferus,NA,California,Endangered,NA,NA,NA
Tiaroga,cobitis,NA,Arizona,Endangered,NA,NA,NA
Tiaroga,cobitis,NA,Arizona,NA,Critically Imperiled,NA,http://www.mendeley.com/c/5091872772/g/2058663/arizona-species-status-state-rankings/
Tiaroga,cobitis,NA,New Mexico,NA,Threatened,NA,http://www.mendeley.com/c/5137922484/g/2058663/new-mexico-state-designated-species-status/
Tiaroga,cobitis,NA,New Mexico,Endangered,NA,NA,NA
Tillandsia,balbisiana,NA,Florida,NA,Threatened,NA,http://www.mendeley.com/c/5605595494/g/2058663/2012-dwp-listed-plants/
Tillandsia,fasciculata,NA,Florida,NA,Endangered,NA,http://www.mendeley.com/c/5605595494/g/2058663/2012-dwp-listed-plants/
Tillandsia,utriculata,NA,Florida,NA,Endangered,NA,http://www.mendeley.com/c/5605595494/g/2058663/2012-dwp-listed-plants/
Tipularia,discolor,NA,Massachusetts,NA,Endangered,NA,http://www.mendeley.com/c/5093609242/g/2058663/natural-heritage---massachusetts-list-of-endangered-threatened-and-special-concern-species/
Tmesiphorus,costalis,NA,Alabama,NA,Critically imperiled,NA,http://www.mendeley.com/c/5091667202/g/2058663/alabama-species-status-state-listing/
Tofieldia,glutinosa,NA,Wisconsin,NA,Threatened,NA,http://www.mendeley.com/c/5144553034/g/2058663/wisconsin-endangered-and-threatened-species-laws--list/
Tomecerus,bidentatus,NA,Alabama,NA,Imperiled,NA,http://www.mendeley.com/c/5091667202/g/2058663/alabama-species-status-state-listing/
Tomocerus,dubius,NA,Alabama,NA,Critically imperiled,NA,http://www.mendeley.com/c/5091667202/g/2058663/alabama-species-status-state-listing/
Tomocerus,flavescens,NA,Alabama,NA,Critically imperiled,NA,http://www.mendeley.com/c/5091667202/g/2058663/alabama-species-status-state-listing/
Tomocerus,lameliferus,NA,Alabama,NA,Critically imperiled,NA,http://www.mendeley.com/c/5091667202/g/2058663/alabama-species-status-state-listing/
Torreya,taxifolia,NA,Georgia,NA,Endangered,NA,http://www.mendeley.com/c/5144545934/g/2058663/protected-species-lists-of-georgia/
Torreya,taxifolia,NA,Florida,Endangered,NA,NA,NA
Torreya,taxifolia,NA,Georgia,Endangered,NA,NA,NA
Tortula,rhizophylla,NA,Alabama,NA,Critically imperiled,NA,http://www.mendeley.com/c/5091667202/g/2058663/alabama-species-status-state-listing/
Townsendia,aprica,NA,Utah,Threatened,NA,NA,NA
Townsendia,smithii,NA,Arizona,NA,Critically Imperiled,NA,http://www.mendeley.com/c/5091872772/g/2058663/arizona-species-status-state-rankings/
Toxolasma,corvunculus,NA,Alabama,NA,Critically imperiled,NA,http://www.mendeley.com/c/5091667202/g/2058663/alabama-species-status-state-listing/
Toxolasma,cylindrellus,NA,Tennessee,Endangered,NA,NA,NA
Toxolasma,cylindrellus,NA,Alabama,Endangered,NA,NA,NA
Toxolasma,cylindrellus,NA,Alabama,NA,Critically imperiled,State protected,http://www.mendeley.com/c/5091667202/g/2058663/alabama-species-status-state-listing/
Toxolasma,lividus,NA,Alabama,NA,Imperiled,NA,http://www.mendeley.com/c/5091667202/g/2058663/alabama-species-status-state-listing/
Toxolasma,lividus,NA,Virginia,NA,Endangered,NA,http://www.mendeley.com/c/5144547734/g/2058663/special-legal-status-faunal-species-in-virginia/
Toxolasma,parvus,NA,Alabama,NA,Rare or uncommon,NA,http://www.mendeley.com/c/5091667202/g/2058663/alabama-species-status-state-listing/
Toxolasma,paulus,NA,Alabama,NA,Imperiled,NA,http://www.mendeley.com/c/5091667202/g/2058663/alabama-species-status-state-listing/
Toxolasma,pullus,NA,Georgia,NA,Threatened,NA,http://www.mendeley.com/c/5144545934/g/2058663/protected-species-lists-of-georgia/
Toxoloasma,sp. 1,NA,Alabama,NA,Imperiled,NA,http://www.mendeley.com/c/5091667202/g/2058663/alabama-species-status-state-listing/
Trematolobelia,singularis,NA,Hawaii,Endangered,NA,NA,NA
Tricardia,watsonii,NA,Arizona,NA,Imperiled,NA,http://www.mendeley.com/c/5091872772/g/2058663/arizona-species-status-state-rankings/
Trichechus,manatus,NA,Georgia,NA,Endangered,NA,http://www.mendeley.com/c/5144545934/g/2058663/protected-species-lists-of-georgia/
Trichechus,manatus,NA,Puerto Rico,Endangered,NA,NA,NA
Trichechus,manatus,NA,Alabama,NA,Accidental,State protected,http://www.mendeley.com/c/5091667202/g/2058663/alabama-species-status-state-listing/
Trichechus,manatus,NA,Florida,Endangered,NA,NA,NA
Trichechus,manatus,NA,Georgia,Endangered,NA,NA,NA
Trichechus,manatus,NA,Texas,NA,Endangered,NA,http://www.mendeley.com/c/5144559874/g/2058663/texas-federalstate-threatened-and-endangered-species/
Trichechus,manatus,NA,Virginia,NA,Endangered,NA,http://www.mendeley.com/c/5144547734/g/2058663/special-legal-status-faunal-species-in-virginia/
Trichilia,triacantha,NA,Puerto Rico,Endangered,NA,NA,NA
Trichomanes,intricatum,NA,Massachusetts,NA,Endangered,NA,http://www.mendeley.com/c/5093609242/g/2058663/natural-heritage---massachusetts-list-of-endangered-threatened-and-special-concern-species/
Trichomanes,petersii,NA,Alabama,NA,Imperiled,NA,http://www.mendeley.com/c/5091667202/g/2058663/alabama-species-status-state-listing/
Trichostema,austromontanum,compactum,California,Threatened,NA,NA,NA
Trichostema,brachiatum,NA,Massachusetts,NA,Endangered,NA,http://www.mendeley.com/c/5093609242/g/2058663/natural-heritage---massachusetts-list-of-endangered-threatened-and-special-concern-species/
Trichostema,micranthum,NA,Arizona,NA,Critically Imperiled,NA,http://www.mendeley.com/c/5091872772/g/2058663/arizona-species-status-state-rankings/
Trichostomum,crispulum,NA,Alabama,NA,Imperiled,NA,http://www.mendeley.com/c/5091667202/g/2058663/alabama-species-status-state-listing/
Tridens,carolinianus,NA,Alabama,NA,Critically imperiled,NA,http://www.mendeley.com/c/5091667202/g/2058663/alabama-species-status-state-listing/
Trientalis,borealis,NA,Georgia,NA,Endangered,NA,http://www.mendeley.com/c/5144545934/g/2058663/protected-species-lists-of-georgia/
Trifolium,amoenum,NA,California,Endangered,NA,NA,NA
Trifolium,neurophyllum,NA,Arizona,NA,Imperiled,NA,http://www.mendeley.com/c/5091872772/g/2058663/arizona-species-status-state-rankings/
Trifolium,stoloniferum,NA,Illinois,Endangered,NA,NA,NA
Trifolium,stoloniferum,NA,Indiana,Endangered,NA,NA,NA
Trifolium,stoloniferum,NA,Kansas,Endangered,NA,NA,NA
Trifolium,stoloniferum,NA,Kentucky,Endangered,NA,NA,NA
Trifolium,stoloniferum,NA,Ohio,Endangered,NA,NA,NA
Trifolium,stoloniferum,NA,West Virginia,Endangered,NA,NA,NA
Trifolium,stoloniferum,NA,Arkansas,Endangered,NA,NA,NA
Trifolium,stoloniferum,NA,Missouri,Endangered,NA,NA,NA
Trifolium,trichocalyx,NA,California,Endangered,NA,NA,NA
Trillium,decipiens,NA,Alabama,NA,Imperiled,NA,http://www.mendeley.com/c/5091667202/g/2058663/alabama-species-status-state-listing/
Trillium,flexipes,NA,Alabama,NA,Imperiled,NA,http://www.mendeley.com/c/5091667202/g/2058663/alabama-species-status-state-listing/
Trillium,grandiflorum,NA,Alabama,NA,Critically imperiled,NA,http://www.mendeley.com/c/5091667202/g/2058663/alabama-species-status-state-listing/
Trillium,lancifolium,NA,Alabama,NA,Imperiled,NA,http://www.mendeley.com/c/5091667202/g/2058663/alabama-species-status-state-listing/
Trillium,nivale,NA,Wisconsin,NA,Threatened,NA,http://www.mendeley.com/c/5144553034/g/2058663/wisconsin-endangered-and-threatened-species-laws--list/
Trillium,persistens,NA,Georgia,NA,Endangered,NA,http://www.mendeley.com/c/5144545934/g/2058663/protected-species-lists-of-georgia/
Trillium,persistens,NA,Georgia,Endangered,NA,NA,NA
Trillium,persistens,NA,South Carolina,Endangered,NA,NA,NA
Trillium,pusillum,NA,Georgia,NA,Endangered,NA,http://www.mendeley.com/c/5144545934/g/2058663/protected-species-lists-of-georgia/
Trillium,pusillum,NA,Alabama,NA,Imperiled,NA,http://www.mendeley.com/c/5091667202/g/2058663/alabama-species-status-state-listing/
Trillium,recurvatum,NA,Alabama,NA,Imperiled,NA,http://www.mendeley.com/c/5091667202/g/2058663/alabama-species-status-state-listing/
Trillium,reliquum,NA,Georgia,NA,Endangered,NA,http://www.mendeley.com/c/5144545934/g/2058663/protected-species-lists-of-georgia/
Trillium,reliquum,NA,Alabama,Endangered,NA,NA,NA
Trillium,reliquum,NA,Alabama,NA,Imperiled,NA,http://www.mendeley.com/c/5091667202/g/2058663/alabama-species-status-state-listing/
Trillium,reliquum,NA,Georgia,Endangered,NA,NA,NA
Trillium,reliquum,NA,South Carolina,Endangered,NA,NA,NA
Trillium,rugelii,NA,Alabama,NA,Imperiled,NA,http://www.mendeley.com/c/5091667202/g/2058663/alabama-species-status-state-listing/
Trillium,sessile,NA,Alabama,NA,Imperiled,NA,http://www.mendeley.com/c/5091667202/g/2058663/alabama-species-status-state-listing/
Trillium,sulcatum,NA,Alabama,NA,Critically imperiled,NA,http://www.mendeley.com/c/5091667202/g/2058663/alabama-species-status-state-listing/
Trillium,vaseyi,NA,Alabama,NA,Critically imperiled,NA,http://www.mendeley.com/c/5091667202/g/2058663/alabama-species-status-state-listing/
Trimerotropis,huroniana,NA,Wisconsin,NA,Endangered,NA,http://www.mendeley.com/c/5144553034/g/2058663/wisconsin-endangered-and-threatened-species-laws--list/
Trimorphodon,vilkinsonii,NA,Texas,NA,Threatened,NA,http://www.mendeley.com/c/5144559874/g/2058663/texas-federalstate-threatened-and-endangered-species/
Tringa,semipalmata,NA,New Hampshire,NA,Near-threatened,NA,http://www.mendeley.com/c/5093651382/g/2058663/new-hampshire-species-status-state-listing-for-species-of-special-concern/
Triodopsis,picea,NA,Maryland,NA,NA,Critically imperilled,http://www.mendeley.com/c/5144550554/g/2058663/endangered-animals-of-maryland/
Triodopsis,platysayoides,NA,West Virginia,Threatened,NA,NA,NA
Triodopsis,tennesseensis,NA,Alabama,NA,State unranked,NA,http://www.mendeley.com/c/5091667202/g/2058663/alabama-species-status-state-listing/
Triosteum,angustifolium,NA,Alabama,NA,Critically imperiled,NA,http://www.mendeley.com/c/5091667202/g/2058663/alabama-species-status-state-listing/
Triosteum,perfoliatum,NA,Massachusetts,NA,Endangered,NA,http://www.mendeley.com/c/5093609242/g/2058663/natural-heritage---massachusetts-list-of-endangered-threatened-and-special-concern-species/
Triphora,trianthophora,NA,Massachusetts,NA,Endangered,NA,http://www.mendeley.com/c/5093609242/g/2058663/natural-heritage---massachusetts-list-of-endangered-threatened-and-special-concern-species/
Tripsacum,dactyloides,NA,Massachusetts,NA,Endangered,NA,http://www.mendeley.com/c/5093609242/g/2058663/natural-heritage---massachusetts-list-of-endangered-threatened-and-special-concern-species/
Trisetum,spicatum,NA,Wisconsin,NA,Threatened,NA,http://www.mendeley.com/c/5144553034/g/2058663/wisconsin-endangered-and-threatened-species-laws--list/
Trisetum,spicatum,NA,Massachusetts,NA,Endangered,NA,http://www.mendeley.com/c/5093609242/g/2058663/natural-heritage---massachusetts-list-of-endangered-threatened-and-special-concern-species/
Triteleia,lemmoniae,NA,Arizona,NA,Vulnerable,NA,http://www.mendeley.com/c/5091872772/g/2058663/arizona-species-status-state-rankings/
Triteleiopsis,palmeri,NA,Arizona,NA,Critically Imperiled,NA,http://www.mendeley.com/c/5091872772/g/2058663/arizona-species-status-state-rankings/
Tritogonia,verrucosa,NA,Alabama,NA,Apparently secure,NA,http://www.mendeley.com/c/5091667202/g/2058663/alabama-species-status-state-listing/
Tritogonia,verrucosa,NA,Virginia,NA,Threatened,NA,http://www.mendeley.com/c/5144547734/g/2058663/special-legal-status-faunal-species-in-virginia/
Troglodytes,troglodytes,NA,Maryland,NA,NA,Imperilled,http://www.mendeley.com/c/5144550554/g/2058663/endangered-animals-of-maryland/
Trogloglanis,pattersoni,NA,Texas,NA,Threatened,NA,http://www.mendeley.com/c/5144559874/g/2058663/texas-federalstate-threatened-and-endangered-species/
Trogon,elegans,NA,Arizona,NA,Vulnerable,NA,http://www.mendeley.com/c/5091872772/g/2058663/arizona-species-status-state-rankings/
Trogon,elegans,NA,New Mexico,NA,Endangered,NA,http://www.mendeley.com/c/5137922484/g/2058663/new-mexico-state-designated-species-status/
Truncilla,donaciformis,NA,Alabama,NA,Apparently secure,NA,http://www.mendeley.com/c/5091667202/g/2058663/alabama-species-status-state-listing/
Truncilla,macrodon,NA,Texas,NA,Threatened,NA,http://www.mendeley.com/c/5144559874/g/2058663/texas-federalstate-threatened-and-endangered-species/
Truncilla,truncata,NA,Alabama,NA,Critically imperiled,NA,http://www.mendeley.com/c/5091667202/g/2058663/alabama-species-status-state-listing/
Truncilla,truncata,NA,Virginia,NA,Endangered,NA,http://www.mendeley.com/c/5144547734/g/2058663/special-legal-status-faunal-species-in-virginia/
Tryonia,alamosae,NA,New Mexico,Endangered,NA,NA,NA
Tryonia,gilae,NA,Arizona,NA,Critically Imperiled,NA,http://www.mendeley.com/c/5091872772/g/2058663/arizona-species-status-state-rankings/
Tryonia,quitobaquitae,NA,Arizona,NA,Critically Imperiled,NA,http://www.mendeley.com/c/5091872772/g/2058663/arizona-species-status-state-rankings/
Tsuga,caroliniana,NA,Georgia,NA,Endangered,NA,http://www.mendeley.com/c/5144545934/g/2058663/protected-species-lists-of-georgia/
Tuctoria,greenei,NA,California,Endangered,NA,NA,NA
